表章項目 コード,表章項目,時間軸 コード,時間軸,全国、都道府県、21大都市 コード,全国、都道府県、21大都市,腐朽・破損の有無 コード,腐朽・破損の有無,住宅の建て方 コード,住宅の建て方,建物の構造 コード,建物の構造,賃貸・売却用及び二次的住宅を除く空き家
03-2023,空き家数【戸】,2023000000.0,2023年,39000.0,高知県,1.0,腐朽・破損あり,1.0,一戸建,1.0,木造,12900.0
03-2023,空き家数【戸】,2023000000.0,2023年,39000.0,高知県,1.0,腐朽・破損あり,1.0,一戸建,2.0,非木造,600.0
03-2023,空き家数【戸】,2023000000.0,2023年,39000.0,高知県,1.0,腐朽・破損あり,2.0,長屋建,1.0,木造,200.0
03-2023,空き家数【戸】,2023000000.0,2023年,39000.0,高知県,1.0,腐朽・破損あり,2.0,長屋建,2.0,非木造,0.0
03-2023,空き家数【戸】,2023000000.0,2023年,39000.0,高知県,1.0,腐朽・破損あり,3.0,共同住宅,1.0,木造,200.0
03-2023,空き家数【戸】,2023000000.0,2023年,39000.0,高知県,1.0,腐朽・破損あり,3.0,共同住宅,2.0,非木造,300.0
03-2023,空き家数【戸】,2023000000.0,2023年,39000.0,高知県,2.0,腐朽・破損なし,1.0,一戸建,1.0,木造,30500.0
03-2023,空き家数【戸】,2023000000.0,2023年,39000.0,高知県,2.0,腐朽・破損なし,1.0,一戸建,2.0,非木造,1800.0
03-2023,空き家数【戸】,2023000000.0,2023年,39000.0,高知県,2.0,腐朽・破損なし,2.0,長屋建,1.0,木造,500.0
03-2023,空き家数【戸】,2023000000.0,2023年,39000.0,高知県,2.0,腐朽・破損なし,2.0,長屋建,2.0,非木造,400.0
03-2023,空き家数【戸】,2023000000.0,2023年,39000.0,高知県,2.0,腐朽・破損なし,3.0,共同住宅,1.0,木造,200.0
03-2023,空き家数【戸】,2023000000.0,2023年,39000.0,高知県,2.0,腐朽・破損なし,3.0,共同住宅,2.0,非木造,2200.0
03-2023,空き家数【戸】,2023000000.0,2023年,40000.0,福岡県,0.0,総数,1.0,一戸建,1.0,木造,88300.0
03-2023,空き家数【戸】,2023000000.0,2023年,40000.0,福岡県,0.0,総数,1.0,一戸建,2.0,非木造,4200.0
03-2023,空き家数【戸】,2023000000.0,2023年,40000.0,福岡県,0.0,総数,2.0,長屋建,1.0,木造,5400.0
03-2023,空き家数【戸】,2023000000.0,2023年,40000.0,福岡県,0.0,総数,2.0,長屋建,2.0,非木造,2400.0
03-2023,空き家数【戸】,2023000000.0,2023年,40000.0,福岡県,0.0,総数,3.0,共同住宅,1.0,木造,3900.0
03-2023,空き家数【戸】,2023000000.0,2023年,40000.0,福岡県,0.0,総数,3.0,共同住宅,2.0,非木造,20200.0
03-2023,空き家数【戸】,2023000000.0,2023年,40000.0,福岡県,1.0,腐朽・破損あり,1.0,一戸建,1.0,木造,21800.0
03-2023,空き家数【戸】,2023000000.0,2023年,40000.0,福岡県,1.0,腐朽・破損あり,1.0,一戸建,2.0,非木造,600.0
03-2023,空き家数【戸】,2023000000.0,2023年,40000.0,福岡県,1.0,腐朽・破損あり,2.0,長屋建,1.0,木造,2300.0
03-2023,空き家数【戸】,2023000000.0,2023年,40000.0,福岡県,1.0,腐朽・破損あり,2.0,長屋建,2.0,非木造,1600.0
03-2023,空き家数【戸】,2023000000.0,2023年,40000.0,福岡県,1.0,腐朽・破損あり,3.0,共同住宅,1.0,木造,1200.0
03-2023,空き家数【戸】,2023000000.0,2023年,40000.0,福岡県,1.0,腐朽・破損あり,3.0,共同住宅,2.0,非木造,1500.0
03-2023,空き家数【戸】,2023000000.0,2023年,40000.0,福岡県,2.0,腐朽・破損なし,1.0,一戸建,1.0,木造,66500.0
03-2023,空き家数【戸】,2023000000.0,2023年,40000.0,福岡県,2.0,腐朽・破損なし,1.0,一戸建,2.0,非木造,3600.0
03-2023,空き家数【戸】,2023000000.0,2023年,40000.0,福岡県,2.0,腐朽・破損なし,2.0,長屋建,1.0,木造,3100.0
03-2023,空き家数【戸】,2023000000.0,2023年,40000.0,福岡県,2.0,腐朽・破損なし,2.0,長屋建,2.0,非木造,800.0
03-2023,空き家数【戸】,2023000000.0,2023年,40000.0,福岡県,2.0,腐朽・破損なし,3.0,共同住宅,1.0,木造,2700.0
03-2023,空き家数【戸】,2023000000.0,2023年,40000.0,福岡県,2.0,腐朽・破損なし,3.0,共同住宅,2.0,非木造,18800.0
03-2023,空き家数【戸】,2023000000.0,2023年,40130.0,福岡市,0.0,総数,1.0,一戸建,1.0,木造,4800.0
03-2023,空き家数【戸】,2023000000.0,2023年,40130.0,福岡市,0.0,総数,1.0,一戸建,2.0,非木造,300.0
03-2023,空き家数【戸】,2023000000.0,2023年,40130.0,福岡市,0.0,総数,2.0,長屋建,1.0,木造,100.0
03-2023,空き家数【戸】,2023000000.0,2023年,40130.0,福岡市,0.0,総数,2.0,長屋建,2.0,非木造,0.0
03-2023,空き家数【戸】,2023000000.0,2023年,40130.0,福岡市,0.0,総数,3.0,共同住宅,1.0,木造,800.0
03-2023,空き家数【戸】,2023000000.0,2023年,40130.0,福岡市,0.0,総数,3.0,共同住宅,2.0,非木造,7200.0
03-2023,空き家数【戸】,2023000000.0,2023年,40130.0,福岡市,1.0,腐朽・破損あり,1.0,一戸建,1.0,木造,700.0
03-2023,空き家数【戸】,2023000000.0,2023年,40130.0,福岡市,1.0,腐朽・破損あり,1.0,一戸建,2.0,非木造,0.0
03-2023,空き家数【戸】,2023000000.0,2023年,40130.0,福岡市,1.0,腐朽・破損あり,2.0,長屋建,1.0,木造,0.0
03-2023,空き家数【戸】,2023000000.0,2023年,40130.0,福岡市,1.0,腐朽・破損あり,2.0,長屋建,2.0,非木造,
03-2023,空き家数【戸】,2023000000.0,2023年,40130.0,福岡市,1.0,腐朽・破損あり,3.0,共同住宅,1.0,木造,400.0
03-2023,空き家数【戸】,2023000000.0,2023年,40130.0,福岡市,1.0,腐朽・破損あり,3.0,共同住宅,2.0,非木造,400.0
03-2023,空き家数【戸】,2023000000.0,2023年,40130.0,福岡市,2.0,腐朽・破損なし,1.0,一戸建,1.0,木造,4100.0
03-2023,空き家数【戸】,2023000000.0,2023年,40130.0,福岡市,2.0,腐朽・破損なし,1.0,一戸建,2.0,非木造,300.0
03-2023,空き家数【戸】,2023000000.0,2023年,40130.0,福岡市,2.0,腐朽・破損なし,2.0,長屋建,1.0,木造,100.0
03-2023,空き家数【戸】,2023000000.0,2023年,40130.0,福岡市,2.0,腐朽・破損なし,2.0,長屋建,2.0,非木造,0.0
03-2023,空き家数【戸】,2023000000.0,2023年,40130.0,福岡市,2.0,腐朽・破損なし,3.0,共同住宅,1.0,木造,400.0
03-2023,空き家数【戸】,2023000000.0,2023年,40130.0,福岡市,2.0,腐朽・破損なし,3.0,共同住宅,2.0,非木造,6800.0
03-2023,空き家数【戸】,2023000000.0,2023年,41000.0,佐賀県,0.0,総数,1.0,一戸建,1.0,木造,22800.0
03-2023,空き家数【戸】,2023000000.0,2023年,41000.0,佐賀県,0.0,総数,1.0,一戸建,2.0,非木造,600.0
03-2023,空き家数【戸】,2023000000.0,2023年,41000.0,佐賀県,0.0,総数,2.0,長屋建,1.0,木造,1400.0
03-2023,空き家数【戸】,2023000000.0,2023年,41000.0,佐賀県,0.0,総数,2.0,長屋建,2.0,非木造,100.0
03-2023,空き家数【戸】,2023000000.0,2023年,41000.0,佐賀県,0.0,総数,3.0,共同住宅,1.0,木造,500.0
03-2023,空き家数【戸】,2023000000.0,2023年,41000.0,佐賀県,0.0,総数,3.0,共同住宅,2.0,非木造,2600.0
03-2023,空き家数【戸】,2023000000.0,2023年,41000.0,佐賀県,1.0,腐朽・破損あり,1.0,一戸建,1.0,木造,6100.0
03-2023,空き家数【戸】,2023000000.0,2023年,41000.0,佐賀県,1.0,腐朽・破損あり,1.0,一戸建,2.0,非木造,100.0
03-2023,空き家数【戸】,2023000000.0,2023年,41000.0,佐賀県,1.0,腐朽・破損あり,2.0,長屋建,1.0,木造,600.0
03-2023,空き家数【戸】,2023000000.0,2023年,41000.0,佐賀県,1.0,腐朽・破損あり,2.0,長屋建,2.0,非木造,100.0
03-2023,空き家数【戸】,2023000000.0,2023年,41000.0,佐賀県,1.0,腐朽・破損あり,3.0,共同住宅,1.0,木造,100.0
03-2023,空き家数【戸】,2023000000.0,2023年,41000.0,佐賀県,1.0,腐朽・破損あり,3.0,共同住宅,2.0,非木造,500.0
03-2023,空き家数【戸】,2023000000.0,2023年,41000.0,佐賀県,2.0,腐朽・破損なし,1.0,一戸建,1.0,木造,16700.0
03-2023,空き家数【戸】,2023000000.0,2023年,41000.0,佐賀県,2.0,腐朽・破損なし,1.0,一戸建,2.0,非木造,500.0
03-2023,空き家数【戸】,2023000000.0,2023年,41000.0,佐賀県,2.0,腐朽・破損なし,2.0,長屋建,1.0,木造,900.0
03-2023,空き家数【戸】,2023000000.0,2023年,41000.0,佐賀県,2.0,腐朽・破損なし,2.0,長屋建,2.0,非木造,100.0
03-2023,空き家数【戸】,2023000000.0,2023年,41000.0,佐賀県,2.0,腐朽・破損なし,3.0,共同住宅,1.0,木造,400.0
03-2023,空き家数【戸】,2023000000.0,2023年,41000.0,佐賀県,2.0,腐朽・破損なし,3.0,共同住宅,2.0,非木造,2100.0
03-2023,空き家数【戸】,2023000000.0,2023年,42000.0,長崎県,0.0,総数,1.0,一戸建,1.0,木造,50800.0
03-2023,空き家数【戸】,2023000000.0,2023年,42000.0,長崎県,0.0,総数,1.0,一戸建,2.0,非木造,2700.0
03-2023,空き家数【戸】,2023000000.0,2023年,42000.0,長崎県,0.0,総数,2.0,長屋建,1.0,木造,2400.0
03-2023,空き家数【戸】,2023000000.0,2023年,42000.0,長崎県,0.0,総数,2.0,長屋建,2.0,非木造,800.0
03-2023,空き家数【戸】,2023000000.0,2023年,42000.0,長崎県,0.0,総数,3.0,共同住宅,1.0,木造,1900.0
03-2023,空き家数【戸】,2023000000.0,2023年,42000.0,長崎県,0.0,総数,3.0,共同住宅,2.0,非木造,5900.0
03-2023,空き家数【戸】,2023000000.0,2023年,42000.0,長崎県,1.0,腐朽・破損あり,1.0,一戸建,1.0,木造,15700.0
03-2023,空き家数【戸】,2023000000.0,2023年,42000.0,長崎県,1.0,腐朽・破損あり,1.0,一戸建,2.0,非木造,900.0
03-2023,空き家数【戸】,2023000000.0,2023年,42000.0,長崎県,1.0,腐朽・破損あり,2.0,長屋建,1.0,木造,700.0
03-2023,空き家数【戸】,2023000000.0,2023年,42000.0,長崎県,1.0,腐朽・破損あり,2.0,長屋建,2.0,非木造,200.0
03-2023,空き家数【戸】,2023000000.0,2023年,42000.0,長崎県,1.0,腐朽・破損あり,3.0,共同住宅,1.0,木造,400.0
03-2023,空き家数【戸】,2023000000.0,2023年,42000.0,長崎県,1.0,腐朽・破損あり,3.0,共同住宅,2.0,非木造,1300.0
03-2023,空き家数【戸】,2023000000.0,2023年,42000.0,長崎県,2.0,腐朽・破損なし,1.0,一戸建,1.0,木造,35100.0
03-2023,空き家数【戸】,2023000000.0,2023年,42000.0,長崎県,2.0,腐朽・破損なし,1.0,一戸建,2.0,非木造,1800.0
03-2023,空き家数【戸】,2023000000.0,2023年,42000.0,長崎県,2.0,腐朽・破損なし,2.0,長屋建,1.0,木造,1700.0
03-2023,空き家数【戸】,2023000000.0,2023年,42000.0,長崎県,2.0,腐朽・破損なし,2.0,長屋建,2.0,非木造,500.0
03-2023,空き家数【戸】,2023000000.0,2023年,42000.0,長崎県,2.0,腐朽・破損なし,3.0,共同住宅,1.0,木造,1500.0
03-2023,空き家数【戸】,2023000000.0,2023年,42000.0,長崎県,2.0,腐朽・破損なし,3.0,共同住宅,2.0,非木造,4600.0
03-2023,空き家数【戸】,2023000000.0,2023年,43000.0,熊本県,0.0,総数,1.0,一戸建,1.0,木造,52900.0
03-2023,空き家数【戸】,2023000000.0,2023年,43000.0,熊本県,0.0,総数,1.0,一戸建,2.0,非木造,2400.0
03-2023,空き家数【戸】,2023000000.0,2023年,43000.0,熊本県,0.0,総数,2.0,長屋建,1.0,木造,1600.0
03-2023,空き家数【戸】,2023000000.0,2023年,43000.0,熊本県,0.0,総数,2.0,長屋建,2.0,非木造,800.0
03-2023,空き家数【戸】,2023000000.0,2023年,43000.0,熊本県,0.0,総数,3.0,共同住宅,1.0,木造,700.0
03-2023,空き家数【戸】,2023000000.0,2023年,43000.0,熊本県,0.0,総数,3.0,共同住宅,2.0,非木造,6400.0
03-2023,空き家数【戸】,2023000000.0,2023年,43000.0,熊本県,1.0,腐朽・破損あり,1.0,一戸建,1.0,木造,14200.0
03-2023,空き家数【戸】,2023000000.0,2023年,43000.0,熊本県,1.0,腐朽・破損あり,1.0,一戸建,2.0,非木造,600.0
03-2023,空き家数【戸】,2023000000.0,2023年,43000.0,熊本県,1.0,腐朽・破損あり,2.0,長屋建,1.0,木造,700.0
03-2023,空き家数【戸】,2023000000.0,2023年,43000.0,熊本県,1.0,腐朽・破損あり,2.0,長屋建,2.0,非木造,300.0
03-2023,空き家数【戸】,2023000000.0,2023年,43000.0,熊本県,1.0,腐朽・破損あり,3.0,共同住宅,1.0,木造,100.0
03-2023,空き家数【戸】,2023000000.0,2023年,43000.0,熊本県,1.0,腐朽・破損あり,3.0,共同住宅,2.0,非木造,600.0
03-2023,空き家数【戸】,2023000000.0,2023年,43000.0,熊本県,2.0,腐朽・破損なし,1.0,一戸建,1.0,木造,38700.0
03-2023,空き家数【戸】,2023000000.0,2023年,43000.0,熊本県,2.0,腐朽・破損なし,1.0,一戸建,2.0,非木造,1900.0
03-2023,空き家数【戸】,2023000000.0,2023年,43000.0,熊本県,2.0,腐朽・破損なし,2.0,長屋建,1.0,木造,900.0
03-2023,空き家数【戸】,2023000000.0,2023年,43000.0,熊本県,2.0,腐朽・破損なし,2.0,長屋建,2.0,非木造,500.0
03-2023,空き家数【戸】,2023000000.0,2023年,43000.0,熊本県,2.0,腐朽・破損なし,3.0,共同住宅,1.0,木造,600.0
03-2023,空き家数【戸】,2023000000.0,2023年,43000.0,熊本県,2.0,腐朽・破損なし,3.0,共同住宅,2.0,非木造,5900.0
03-2023,空き家数【戸】,2023000000.0,2023年,44000.0,大分県,0.0,総数,1.0,一戸建,1.0,木造,45800.0
03-2023,空き家数【戸】,2023000000.0,2023年,44000.0,大分県,0.0,総数,1.0,一戸建,2.0,非木造,2900.0
03-2023,空き家数【戸】,2023000000.0,2023年,44000.0,大分県,0.0,総数,2.0,長屋建,1.0,木造,800.0
03-2023,空き家数【戸】,2023000000.0,2023年,44000.0,大分県,0.0,総数,2.0,長屋建,2.0,非木造,300.0
03-2023,空き家数【戸】,2023000000.0,2023年,44000.0,大分県,0.0,総数,3.0,共同住宅,1.0,木造,600.0
03-2023,空き家数【戸】,2023000000.0,2023年,44000.0,大分県,0.0,総数,3.0,共同住宅,2.0,非木造,7200.0
03-2023,空き家数【戸】,2023000000.0,2023年,44000.0,大分県,1.0,腐朽・破損あり,1.0,一戸建,1.0,木造,11100.0
03-2023,空き家数【戸】,2023000000.0,2023年,44000.0,大分県,1.0,腐朽・破損あり,1.0,一戸建,2.0,非木造,600.0
03-2023,空き家数【戸】,2023000000.0,2023年,44000.0,大分県,1.0,腐朽・破損あり,2.0,長屋建,1.0,木造,400.0
03-2023,空き家数【戸】,2023000000.0,2023年,44000.0,大分県,1.0,腐朽・破損あり,2.0,長屋建,2.0,非木造,
03-2023,空き家数【戸】,2023000000.0,2023年,44000.0,大分県,1.0,腐朽・破損あり,3.0,共同住宅,1.0,木造,100.0
03-2023,空き家数【戸】,2023000000.0,2023年,44000.0,大分県,1.0,腐朽・破損あり,3.0,共同住宅,2.0,非木造,1400.0
03-2023,空き家数【戸】,2023000000.0,2023年,44000.0,大分県,2.0,腐朽・破損なし,1.0,一戸建,1.0,木造,34700.0
03-2023,空き家数【戸】,2023000000.0,2023年,44000.0,大分県,2.0,腐朽・破損なし,1.0,一戸建,2.0,非木造,2300.0
03-2023,空き家数【戸】,2023000000.0,2023年,44000.0,大分県,2.0,腐朽・破損なし,2.0,長屋建,1.0,木造,400.0
03-2023,空き家数【戸】,2023000000.0,2023年,44000.0,大分県,2.0,腐朽・破損なし,2.0,長屋建,2.0,非木造,300.0
03-2023,空き家数【戸】,2023000000.0,2023年,44000.0,大分県,2.0,腐朽・破損なし,3.0,共同住宅,1.0,木造,500.0
03-2023,空き家数【戸】,2023000000.0,2023年,44000.0,大分県,2.0,腐朽・破損なし,3.0,共同住宅,2.0,非木造,5800.0
03-2023,空き家数【戸】,2023000000.0,2023年,45000.0,宮崎県,0.0,総数,1.0,一戸建,1.0,木造,47300.0
03-2023,空き家数【戸】,2023000000.0,2023年,45000.0,宮崎県,0.0,総数,1.0,一戸建,2.0,非木造,1900.0
03-2023,空き家数【戸】,2023000000.0,2023年,45000.0,宮崎県,0.0,総数,2.0,長屋建,1.0,木造,1600.0
03-2023,空き家数【戸】,2023000000.0,2023年,45000.0,宮崎県,0.0,総数,2.0,長屋建,2.0,非木造,500.0
03-2023,空き家数【戸】,2023000000.0,2023年,45000.0,宮崎県,0.0,総数,3.0,共同住宅,1.0,木造,200.0
03-2023,空き家数【戸】,2023000000.0,2023年,45000.0,宮崎県,0.0,総数,3.0,共同住宅,2.0,非木造,3400.0
03-2023,空き家数【戸】,2023000000.0,2023年,45000.0,宮崎県,1.0,腐朽・破損あり,1.0,一戸建,1.0,木造,12900.0
03-2023,空き家数【戸】,2023000000.0,2023年,45000.0,宮崎県,1.0,腐朽・破損あり,1.0,一戸建,2.0,非木造,500.0
03-2023,空き家数【戸】,2023000000.0,2023年,45000.0,宮崎県,1.0,腐朽・破損あり,2.0,長屋建,1.0,木造,500.0
03-2023,空き家数【戸】,2023000000.0,2023年,45000.0,宮崎県,1.0,腐朽・破損あり,2.0,長屋建,2.0,非木造,200.0
03-2023,空き家数【戸】,2023000000.0,2023年,45000.0,宮崎県,1.0,腐朽・破損あり,3.0,共同住宅,1.0,木造,100.0
03-2023,空き家数【戸】,2023000000.0,2023年,45000.0,宮崎県,1.0,腐朽・破損あり,3.0,共同住宅,2.0,非木造,300.0
03-2023,空き家数【戸】,2023000000.0,2023年,45000.0,宮崎県,2.0,腐朽・破損なし,1.0,一戸建,1.0,木造,34400.0
03-2023,空き家数【戸】,2023000000.0,2023年,45000.0,宮崎県,2.0,腐朽・破損なし,1.0,一戸建,2.0,非木造,1400.0
03-2023,空き家数【戸】,2023000000.0,2023年,45000.0,宮崎県,2.0,腐朽・破損なし,2.0,長屋建,1.0,木造,1100.0
03-2023,空き家数【戸】,2023000000.0,2023年,45000.0,宮崎県,2.0,腐朽・破損なし,2.0,長屋建,2.0,非木造,300.0
03-2023,空き家数【戸】,2023000000.0,2023年,45000.0,宮崎県,2.0,腐朽・破損なし,3.0,共同住宅,1.0,木造,200.0
03-2023,空き家数【戸】,2023000000.0,2023年,45000.0,宮崎県,2.0,腐朽・破損なし,3.0,共同住宅,2.0,非木造,3100.0
03-2023,空き家数【戸】,2023000000.0,2023年,46000.0,鹿児島県,0.0,総数,1.0,一戸建,1.0,木造,102800.0
03-2023,空き家数【戸】,2023000000.0,2023年,46000.0,鹿児島県,0.0,総数,1.0,一戸建,2.0,非木造,5200.0
03-2023,空き家数【戸】,2023000000.0,2023年,46000.0,鹿児島県,0.0,総数,2.0,長屋建,1.0,木造,800.0
03-2023,空き家数【戸】,2023000000.0,2023年,46000.0,鹿児島県,0.0,総数,2.0,長屋建,2.0,非木造,700.0
03-2023,空き家数【戸】,2023000000.0,2023年,46000.0,鹿児島県,0.0,総数,3.0,共同住宅,1.0,木造,1400.0
03-2023,空き家数【戸】,2023000000.0,2023年,46000.0,鹿児島県,0.0,総数,3.0,共同住宅,2.0,非木造,11000.0
03-2023,空き家数【戸】,2023000000.0,2023年,46000.0,鹿児島県,1.0,腐朽・破損あり,1.0,一戸建,1.0,木造,30500.0
03-2023,空き家数【戸】,2023000000.0,2023年,46000.0,鹿児島県,1.0,腐朽・破損あり,1.0,一戸建,2.0,非木造,1500.0
03-2023,空き家数【戸】,2023000000.0,2023年,46000.0,鹿児島県,1.0,腐朽・破損あり,2.0,長屋建,1.0,木造,200.0
03-2023,空き家数【戸】,2023000000.0,2023年,46000.0,鹿児島県,1.0,腐朽・破損あり,2.0,長屋建,2.0,非木造,300.0
03-2023,空き家数【戸】,2023000000.0,2023年,46000.0,鹿児島県,1.0,腐朽・破損あり,3.0,共同住宅,1.0,木造,600.0
03-2023,空き家数【戸】,2023000000.0,2023年,46000.0,鹿児島県,1.0,腐朽・破損あり,3.0,共同住宅,2.0,非木造,1600.0
03-2023,空き家数【戸】,2023000000.0,2023年,46000.0,鹿児島県,2.0,腐朽・破損なし,1.0,一戸建,1.0,木造,72300.0
03-2023,空き家数【戸】,2023000000.0,2023年,46000.0,鹿児島県,2.0,腐朽・破損なし,1.0,一戸建,2.0,非木造,3700.0
03-2023,空き家数【戸】,2023000000.0,2023年,46000.0,鹿児島県,2.0,腐朽・破損なし,2.0,長屋建,1.0,木造,500.0
03-2023,空き家数【戸】,2023000000.0,2023年,46000.0,鹿児島県,2.0,腐朽・破損なし,2.0,長屋建,2.0,非木造,400.0
03-2023,空き家数【戸】,2023000000.0,2023年,46000.0,鹿児島県,2.0,腐朽・破損なし,3.0,共同住宅,1.0,木造,800.0
03-2023,空き家数【戸】,2023000000.0,2023年,46000.0,鹿児島県,2.0,腐朽・破損なし,3.0,共同住宅,2.0,非木造,9400.0
03-2023,空き家数【戸】,2023000000.0,2023年,47000.0,沖縄県,0.0,総数,1.0,一戸建,1.0,木造,3700.0
03-2023,空き家数【戸】,2023000000.0,2023年,47000.0,沖縄県,0.0,総数,1.0,一戸建,2.0,非木造,16100.0
03-2023,空き家数【戸】,2023000000.0,2023年,47000.0,沖縄県,0.0,総数,2.0,長屋建,1.0,木造,0.0
03-2023,空き家数【戸】,2023000000.0,2023年,47000.0,沖縄県,0.0,総数,2.0,長屋建,2.0,非木造,300.0
03-2023,空き家数【戸】,2023000000.0,2023年,47000.0,沖縄県,0.0,総数,3.0,共同住宅,1.0,木造,100.0
03-2023,空き家数【戸】,2023000000.0,2023年,47000.0,沖縄県,0.0,総数,3.0,共同住宅,2.0,非木造,7200.0
03-2023,空き家数【戸】,2023000000.0,2023年,47000.0,沖縄県,1.0,腐朽・破損あり,1.0,一戸建,1.0,木造,2300.0
03-2023,空き家数【戸】,2023000000.0,2023年,47000.0,沖縄県,1.0,腐朽・破損あり,1.0,一戸建,2.0,非木造,5300.0
03-2023,空き家数【戸】,2023000000.0,2023年,47000.0,沖縄県,1.0,腐朽・破損あり,2.0,長屋建,1.0,木造,
03-2023,空き家数【戸】,2023000000.0,2023年,47000.0,沖縄県,1.0,腐朽・破損あり,2.0,長屋建,2.0,非木造,200.0
03-2023,空き家数【戸】,2023000000.0,2023年,47000.0,沖縄県,1.0,腐朽・破損あり,3.0,共同住宅,1.0,木造,0.0
03-2023,空き家数【戸】,2023000000.0,2023年,47000.0,沖縄県,1.0,腐朽・破損あり,3.0,共同住宅,2.0,非木造,1800.0
03-2023,空き家数【戸】,2023000000.0,2023年,47000.0,沖縄県,2.0,腐朽・破損なし,1.0,一戸建,1.0,木造,1300.0
03-2023,空き家数【戸】,2023000000.0,2023年,47000.0,沖縄県,2.0,腐朽・破損なし,1.0,一戸建,2.0,非木造,10800.0
03-2023,空き家数【戸】,2023000000.0,2023年,47000.0,沖縄県,2.0,腐朽・破損なし,2.0,長屋建,1.0,木造,0.0
03-2023,空き家数【戸】,2023000000.0,2023年,47000.0,沖縄県,2.0,腐朽・破損なし,2.0,長屋建,2.0,非木造,200.0
03-2023,空き家数【戸】,2023000000.0,2023年,47000.0,沖縄県,2.0,腐朽・破損なし,3.0,共同住宅,1.0,木造,0.0
03-2023,空き家数【戸】,2023000000.0,2023年,47000.0,沖縄県,2.0,腐朽・破損なし,3.0,共同住宅,2.0,非木造,5400.0